,订单编码,订单日期,客户编码,所在区域,所在省份,所在地市,商品编号,订购数量,订购单价,金额,年份,月份,商品大类,商品小类
28924,D25530,2019-09-24,S11834,东区,浙江,杭州市,X038,1757,102.0,179214.0,2019,9,护肤品,面霜
28925,D27043,2019-02-25,S23062,东区,上海,上海市,X018,624,212.0,132288.0,2019,2,护肤品,眼霜
28926,D21880,2019-05-05,S21358,东区,浙江,杭州市,X014,773,86.0,66478.0,2019,5,护肤品,面膜
28927,D27938,2019-04-02,S11955,西区,四川,自贡市,X025,1903,102.0,194106.0,2019,4,护肤品,眼霜
28928,D33925,2019-05-02,S19641,北区,河北,衡水市,X059,775,56.0,43400.0,2019,5,护肤品,隔离霜
28929,D22675,2019-09-25,S23002,东区,安徽,淮北市,X047,870,192.0,167040.0,2019,9,护肤品,爽肤水
28930,D25284,2019-05-27,S13711,西区,四川,眉山市,X075,317,126.0,39942.0,2019,5,护肤品,防晒霜
28931,D23331,2019-07-01,S15591,南区,广东,佛山市,X029,1663,154.0,256102.0,2019,7,护肤品,面霜
28932,D33333,2019-01-22,S22050,南区,广东,深圳市,X070,303,242.0,73326.0,2019,1,护肤品,防晒霜
28933,D30973,2019-01-28,S22272,北区,河南,商丘市,X047,1137,192.0,218304.0,2019,1,护肤品,爽肤水
28934,D23169,2019-02-19,S21365,南区,湖南,永州市,X070,1437,242.0,347754.0,2019,2,护肤品,防晒霜
28935,D25279,2019-05-28,S16319,北区,山东,济南市,X062,1104,239.0,263856.0,2019,5,护肤品,隔离霜
28936,D26515,2019-05-05,S10763,南区,湖南,益阳市,X007,730,213.0,155490.0,2019,5,护肤品,面膜
28937,D23018,2019-03-25,S17651,南区,广东,佛山市,X042,1052,159.0,167268.0,2019,3,护肤品,洁面乳
28938,D21082,2019-01-11,S20935,东区,江苏,宿迁市,X045,14,205.0,2870.0,2019,1,护肤品,洁面乳
28939,D23583,2019-08-22,S11602,东区,浙江,金华市,X098,1496,56.0,83776.0,2019,8,彩妆,眼影
28940,D25672,2019-05-30,S17631,南区,湖南,常德市,X014,1959,86.0,168474.0,2019,5,护肤品,面膜
28941,D21179,2019-03-14,S19916,北区,辽宁,盘锦市,X062,152,239.0,36328.0,2019,3,护肤品,隔离霜
28942,D27301,2019-04-11,S17327,东区,江苏,常州市,X055,550,222.0,122100.0,2019,4,护肤品,爽肤水
28943,D30257,2019-06-09,S18445,北区,河北,沧州市,X001,1192,121.0,144232.0,2019,6,护肤品,面膜
28944,D22653,2019-07-13,S20333,东区,江苏,盐城市,X034,112,182.0,20384.0,2019,7,护肤品,面霜
28945,D26608,2019-08-20,S14213,南区,广东,广州市,X066,1318,113.0,148934.0,2019,8,护肤品,隔离霜
28946,D26169,2019-09-22,S17833,南区,广东,中山市,X022,701,158.0,110758.0,2019,9,护肤品,眼霜
28947,D30426,2019-02-09,S22796,东区,浙江,台州市,X057,882,245.0,216090.0,2019,2,护肤品,爽肤水
28948,D22738,2019-09-20,S18224,南区,广东,深圳市,X061,1235,203.0,250705.0,2019,9,护肤品,隔离霜
28949,D30993,2019-04-13,S20717,南区,湖南,长沙市,X075,519,126.0,65394.0,2019,4,护肤品,防晒霜
28950,D28725,2019-05-03,S16478,东区,上海,上海市,X004,1190,211.0,251090.0,2019,5,护肤品,面膜
28951,D24022,2019-08-01,S22256,南区,广西,北海市,X040,1174,142.0,166708.0,2019,8,护肤品,面霜
28952,D23032,2019-05-26,S13107,南区,广东,深圳市,X008,265,119.0,31535.0,2019,5,护肤品,面膜
28953,D21739,2019-06-06,S17140,西区,四川,内江市,X074,1875,87.0,163125.0,2019,6,护肤品,防晒霜
28954,D29385,2019-03-14,S22442,东区,江苏,南通市,X024,572,235.0,134420.0,2019,3,护肤品,眼霜
28955,D27881,2019-04-08,S19641,北区,河北,衡水市,X031,988,86.0,84968.0,2019,4,护肤品,面霜
28956,D33855,2019-06-23,S11596,南区,江西,抚州市,X051,129,203.0,26187.0,2019,6,护肤品,爽肤水
28957,D25309,2019-06-06,S19167,南区,江西,宜春市,X050,179,143.0,25597.0,2019,6,护肤品,爽肤水
28958,D23029,2019-08-14,S18495,北区,山东,青岛市,X021,741,59.0,43719.0,2019,8,护肤品,眼霜
28959,D26942,2019-06-15,S13701,北区,山东,潍坊市,X064,321,150.0,48150.0,2019,6,护肤品,隔离霜
28960,D21853,2019-04-06,S21976,东区,湖北,襄阳市,X040,722,142.0,102524.0,2019,4,护肤品,面霜
28961,D31645,2019-01-07,S21267,北区,山东,潍坊市,X040,130,142.0,18460.0,2019,1,护肤品,面霜
28962,D22544,2019-05-23,S20946,东区,湖北,武汉市,X039,947,108.0,102276.0,2019,5,护肤品,面霜
28963,D24061,2019-08-04,S14911,东区,江苏,泰州市,X016,1135,99.0,112365.0,2019,8,护肤品,面膜
28964,D26144,2019-05-08,S14495,西区,宁夏,石嘴山市,X048,1564,61.0,95404.0,2019,5,护肤品,爽肤水
28965,D23348,2019-01-14,S16573,西区,陕西,宝鸡市,X033,1227,177.0,217179.0,2019,1,护肤品,面霜
28966,D31734,2019-01-20,S20038,东区,江苏,常州市,X015,1065,151.0,160815.0,2019,1,护肤品,面膜
28967,D22776,2019-08-10,S11690,南区,广东,深圳市,X026,1512,101.0,152712.0,2019,8,护肤品,面霜
28968,D23102,2019-09-26,S18019,北区,河北,唐山市,X015,1331,151.0,200981.0,2019,9,护肤品,面膜
28969,D24419,2019-07-10,S15275,北区,河北,张家口市,X010,1295,58.0,75110.0,2019,7,护肤品,面膜
28970,D29270,2019-07-08,S17553,东区,上海,上海市,X051,1404,203.0,285012.0,2019,7,护肤品,爽肤水
28971,D29288,2019-08-18,S22659,北区,黑龙江,哈尔滨市,X003,589,168.0,98952.0,2019,8,护肤品,面膜
28972,D33536,2019-04-12,S16804,西区,四川,资阳市,X034,1445,182.0,262990.0,2019,4,护肤品,面霜
28973,D23543,2019-07-24,S15908,西区,四川,自贡市,X030,556,237.0,131772.0,2019,7,护肤品,面霜
28974,D22779,2019-08-26,S15803,西区,贵州,黔东南州,X021,1381,59.0,81479.0,2019,8,护肤品,眼霜
28975,D33481,2019-02-15,S13106,北区,山东,青岛市,X044,1014,174.0,176436.0,2019,2,护肤品,洁面乳
28976,D29016,2019-07-03,S22577,西区,四川,南充市,X056,1287,233.0,299871.0,2019,7,护肤品,爽肤水
28977,D32902,2019-06-07,S16510,南区,湖南,岳阳市,X034,710,182.0,129220.0,2019,6,护肤品,面霜
28978,D25377,2019-06-04,S12848,西区,云南,昆明市,X018,1641,212.0,347892.0,2019,6,护肤品,眼霜
28979,D28479,2019-06-26,S17229,北区,山西,大同市,X029,675,154.0,103950.0,2019,6,护肤品,面霜
28980,D24296,2019-04-28,S16157,北区,山东,烟台市,X044,388,174.0,67512.0,2019,4,护肤品,洁面乳
28981,D30282,2019-05-23,S18936,东区,浙江,宁波市,X072,738,62.0,45756.0,2019,5,护肤品,防晒霜
28982,D23163,2019-06-15,S12026,北区,河南,郑州市,X046,483,241.0,116403.0,2019,6,护肤品,洁面乳
28983,D25441,2019-08-22,S20162,西区,四川,成都市,X044,1125,174.0,195750.0,2019,8,护肤品,洁面乳
28984,D31270,2019-07-12,S13498,北区,山东,枣庄市,X016,706,99.0,69894.0,2019,7,护肤品,面膜
28985,D31923,2019-07-06,S20141,南区,湖南,长沙市,X088,792,125.0,99000.0,2019,7,彩妆,粉底
28986,D28586,2019-08-05,S10865,北区,内蒙古,呼和浩特市,X027,1067,164.0,174988.0,2019,8,护肤品,面霜
28987,D25811,2019-02-22,S14376,西区,新疆,哈密地区,X065,348,140.0,48720.0,2019,2,护肤品,隔离霜
28988,D29050,2019-02-15,S15631,南区,江西,南昌市,X050,1277,143.0,182611.0,2019,2,护肤品,爽肤水
28989,D29828,2019-06-17,S22885,南区,广东,东莞市,X008,329,119.0,39151.0,2019,6,护肤品,面膜
28990,D31804,2019-03-06,S13107,南区,广东,深圳市,X051,1854,203.0,376362.0,2019,3,护肤品,爽肤水
28991,D32265,2019-06-07,S16804,西区,四川,资阳市,X072,168,62.0,10416.0,2019,6,护肤品,防晒霜
28992,D34281,2019-05-31,S21405,南区,广东,中山市,X029,1079,154.0,166166.0,2019,5,护肤品,面霜
28993,D33950,2019-02-18,S19493,南区,广西,南宁市,X061,564,203.0,114492.0,2019,2,护肤品,隔离霜
28994,D22028,2019-09-14,S19583,南区,福建,泉州市,X023,760,235.0,178600.0,2019,9,护肤品,眼霜
28995,D25750,2019-04-18,S20281,西区,云南,临沧市,X059,754,56.0,42224.0,2019,4,护肤品,隔离霜
28996,D29619,2019-05-19,S20997,西区,重庆,重庆市,X028,883,140.0,123620.0,2019,5,护肤品,面霜
28997,D30026,2019-07-24,S21685,南区,广西,柳州市,X062,533,239.0,127387.0,2019,7,护肤品,隔离霜
28998,D22495,2019-08-23,S23207,南区,海南,海口市,X003,517,168.0,86856.0,2019,8,护肤品,面膜
28999,D28833,2019-07-21,S10723,南区,湖南,株洲市,X070,1629,242.0,394218.0,2019,7,护肤品,防晒霜
29000,D24163,2019-07-02,S20162,西区,四川,成都市,X016,861,99.0,85239.0,2019,7,护肤品,面膜
29001,D31687,2019-07-22,S16149,东区,浙江,温州市,X057,860,245.0,210700.0,2019,7,护肤品,爽肤水
29002,D23119,2019-06-25,S15865,东区,湖北,孝感市,X079,362,128.0,46336.0,2019,6,彩妆,口红
29003,D30174,2019-08-22,S21760,北区,北京,北京市,X073,1511,209.0,315799.0,2019,8,护肤品,防晒霜
29004,D31811,2019-05-09,S10860,南区,福建,泉州市,X094,1028,94.0,96632.0,2019,5,彩妆,粉底
29005,D28240,2019-05-08,S16709,南区,福建,泉州市,X023,1411,235.0,331585.0,2019,5,护肤品,眼霜
29006,D32744,2019-08-19,S15187,北区,北京,北京市,X007,666,213.0,141858.0,2019,8,护肤品,面膜
29007,D28084,2019-04-17,S17133,东区,江苏,宿迁市,X024,963,235.0,226305.0,2019,4,护肤品,眼霜
29008,D33519,2019-05-17,S16493,西区,四川,凉山彝族自治州,X007,57,213.0,12141.0,2019,5,护肤品,面膜
29009,D26815,2019-08-12,S15125,北区,辽宁,抚顺市,X040,108,142.0,15336.0,2019,8,护肤品,面霜
29010,D21490,2019-05-05,S10106,西区,甘肃,平凉市,X029,661,154.0,101794.0,2019,5,护肤品,面霜
29011,D33804,2019-08-08,S20604,南区,湖南,长沙市,X055,438,222.0,97236.0,2019,8,护肤品,爽肤水
29012,D28300,2019-07-13,S17159,西区,重庆,重庆市,X036,96,99.0,9504.0,2019,7,护肤品,面霜
29013,D26339,2019-07-22,S10983,东区,江苏,南京市,X026,239,101.0,24139.0,2019,7,护肤品,面霜
29014,D21204,2019-02-08,S10915,东区,安徽,六安市,X041,1203,212.0,255036.0,2019,2,护肤品,洁面乳
29015,D21792,2019-05-27,S19779,北区,辽宁,沈阳市,X011,1943,226.0,439118.0,2019,5,护肤品,面膜
29016,D28319,2019-04-22,S22423,西区,陕西,安康市,X055,995,222.0,220890.0,2019,4,护肤品,爽肤水
29017,D24916,2019-05-25,S12374,东区,浙江,温州市,X015,820,151.0,123820.0,2019,5,护肤品,面膜
29018,D33069,2019-06-23,S13235,南区,湖南,常德市,X029,965,154.0,148610.0,2019,6,护肤品,面霜
29019,D29305,2019-07-11,S22326,南区,广东,惠州市,X046,108,241.0,26028.0,2019,7,护肤品,洁面乳
29020,D22136,2019-08-03,S17864,东区,浙江,温州市,X091,1145,214.0,245030.0,2019,8,彩妆,粉底
29021,D26689,2019-03-03,S18224,南区,广东,深圳市,X004,1160,211.0,244760.0,2019,3,护肤品,面膜
29022,D24783,2019-02-27,S12418,东区,江苏,苏州市,X007,359,213.0,76467.0,2019,2,护肤品,面膜
29023,D29594,2019-09-09,S15000,北区,北京,北京市,X034,85,182.0,15470.0,2019,9,护肤品,面霜
29024,D30796,2019-02-09,S14812,南区,广东,东莞市,X092,251,67.0,16817.0,2019,2,彩妆,粉底
29025,D22662,2019-08-12,S16703,东区,湖北,鄂州市,X079,1332,128.0,170496.0,2019,8,彩妆,口红
29026,D27640,2019-01-27,S14106,东区,江苏,常州市,X044,979,174.0,170346.0,2019,1,护肤品,洁面乳
29027,D28429,2019-03-20,S13234,东区,安徽,铜陵市,X016,11,99.0,1089.0,2019,3,护肤品,面膜
29028,D30072,2019-06-09,S10098,南区,广西,柳州市,X051,567,203.0,115101.0,2019,6,护肤品,爽肤水
29029,D28662,2019-06-16,S16628,南区,江西,上饶市,X005,1359,185.0,251415.0,2019,6,护肤品,面膜
29030,D31069,2019-05-13,S17365,南区,湖南,湘潭市,X117,1171,113.0,132323.0,2019,5,彩妆,蜜粉
29031,D25480,2019-07-07,S21411,东区,湖北,随州市,X004,676,211.0,142636.0,2019,7,护肤品,面膜
29032,D21123,2019-01-30,S18733,东区,上海,上海市,X085,542,233.0,126286.0,2019,1,彩妆,口红
29033,D21739,2019-06-06,S17140,西区,四川,内江市,X048,505,61.0,30805.0,2019,6,护肤品,爽肤水
29034,D27341,2019-09-10,S18360,北区,辽宁,丹东市,X077,913,247.0,225511.0,2019,9,彩妆,口红
29035,D32367,2019-07-04,S19231,北区,山东,淄博市,X041,437,212.0,92644.0,2019,7,护肤品,洁面乳
29036,D28757,2019-03-03,S18023,东区,湖北,武汉市,X088,1092,125.0,136500.0,2019,3,彩妆,粉底
29037,D30340,2019-01-21,S12832,东区,江苏,无锡市,X040,1724,142.0,244808.0,2019,1,护肤品,面霜
29038,D21171,2019-08-28,S16488,西区,重庆,重庆市,X015,568,151.0,85768.0,2019,8,护肤品,面膜
29039,D32487,2019-06-20,S22123,西区,四川,广元市,X080,1014,72.0,73008.0,2019,6,彩妆,口红
29040,D24513,2019-04-16,S15155,西区,贵州,黔南州,X026,637,101.0,64337.0,2019,4,护肤品,面霜
29041,D27123,2019-08-19,S13106,北区,山东,青岛市,X031,999,86.0,85914.0,2019,8,护肤品,面霜
29042,D33631,2019-03-07,S17406,东区,江苏,苏州市,X036,1354,99.0,134046.0,2019,3,护肤品,面霜
29043,D21812,2019-01-21,S11773,西区,重庆,重庆市,X020,614,100.0,61400.0,2019,1,护肤品,眼霜
29044,D32825,2019-03-25,S15310,南区,福建,泉州市,X041,984,212.0,208608.0,2019,3,护肤品,洁面乳
29045,D30958,2019-08-27,S22955,南区,江西,萍乡市,X009,159,92.0,14628.0,2019,8,护肤品,面膜
29046,D26775,2019-06-19,S11596,南区,江西,抚州市,X080,1022,72.0,73584.0,2019,6,彩妆,口红
29047,D22041,2019-08-19,S10136,南区,广东,东莞市,X026,1114,101.0,112514.0,2019,8,护肤品,面霜
29048,D25986,2019-03-19,S19538,东区,江苏,南通市,X112,508,96.0,48768.0,2019,3,彩妆,睫毛膏
29049,D30534,2019-06-29,S11874,南区,广东,深圳市,X044,523,174.0,91002.0,2019,6,护肤品,洁面乳
29050,D26949,2019-02-14,S21168,东区,安徽,蚌埠市,X104,1838,185.0,340030.0,2019,2,彩妆,睫毛膏
29051,D32162,2019-09-12,S22173,北区,河北,廊坊市,X015,374,151.0,56474.0,2019,9,护肤品,面膜
29052,D29602,2019-04-15,S11690,南区,广东,深圳市,X077,1081,247.0,267007.0,2019,4,彩妆,口红
29053,D21328,2019-03-16,S13119,东区,江苏,苏州市,X030,277,237.0,65649.0,2019,3,护肤品,面霜
29054,D31651,2019-09-19,S10025,东区,浙江,舟山市,X021,1415,59.0,83485.0,2019,9,护肤品,眼霜
29055,D22049,2019-04-02,S11104,北区,辽宁,抚顺市,X086,863,92.0,79396.0,2019,4,彩妆,口红
29056,D21218,2019-05-28,S10016,西区,贵州,遵义市,X014,745,86.0,64070.0,2019,5,护肤品,面膜
29057,D25231,2019-06-04,S15522,北区,辽宁,朝阳市,X054,957,83.0,79431.0,2019,6,护肤品,爽肤水
29058,D23733,2019-08-02,S20667,北区,山东,青岛市,X027,1211,164.0,198604.0,2019,8,护肤品,面霜
29059,D26610,2019-02-08,S21250,北区,北京,北京市,X075,1540,126.0,194040.0,2019,2,护肤品,防晒霜
29060,D23279,2019-06-02,S22301,北区,黑龙江,哈尔滨市,X080,1596,72.0,114912.0,2019,6,彩妆,口红
29061,D28047,2019-08-26,S16071,南区,湖南,郴州市,X012,294,252.0,74088.0,2019,8,护肤品,面膜
29062,D27450,2019-01-28,S20433,南区,海南,海南省直辖,X020,551,100.0,55100.0,2019,1,护肤品,眼霜
29063,D23315,2019-01-30,S15535,东区,江苏,南京市,X039,2827,108.0,305316.0,2019,1,护肤品,面霜
29064,D28976,2019-07-22,S17553,东区,上海,上海市,X094,768,94.0,72192.0,2019,7,彩妆,粉底
29065,D23456,2019-07-17,S10990,北区,山西,太原市,X079,1512,128.0,193536.0,2019,7,彩妆,口红
29066,D21849,2019-03-05,S13643,南区,福建,南平市,X067,1789,212.0,379268.0,2019,3,护肤品,隔离霜
29067,D24864,2019-07-24,S22399,南区,湖南,长沙市,X003,1357,168.0,227976.0,2019,7,护肤品,面膜
29068,D32162,2019-09-12,S22173,北区,河北,廊坊市,X007,49,213.0,10437.0,2019,9,护肤品,面膜
29069,D32214,2019-05-27,S15852,东区,江苏,无锡市,X029,1598,154.0,246092.0,2019,5,护肤品,面霜
29070,D26137,2019-09-30,S15116,南区,广东,清远市,X042,1246,159.0,198114.0,2019,9,护肤品,洁面乳
29071,D24957,2019-04-15,S18848,南区,湖南,衡阳市,X017,676,213.0,143988.0,2019,4,护肤品,眼霜
29072,D31070,2019-06-26,S19794,东区,湖北,武汉市,X088,308,125.0,38500.0,2019,6,彩妆,粉底
29073,D21333,2019-04-14,S16548,南区,江西,南昌市,X022,655,158.0,103490.0,2019,4,护肤品,眼霜
29074,D30570,2019-08-23,S12385,南区,广东,广州市,X056,569,233.0,132577.0,2019,8,护肤品,爽肤水
29075,D30403,2019-03-18,S17593,东区,浙江,宁波市,X100,293,80.0,23440.0,2019,3,彩妆,眼影
29076,D28920,2019-08-28,S16703,东区,湖北,鄂州市,X065,1145,140.0,160300.0,2019,8,护肤品,隔离霜
29077,D21741,2019-08-01,S20891,东区,浙江,台州市,X005,388,185.0,71780.0,2019,8,护肤品,面膜
29078,D32567,2019-05-18,S17750,东区,江苏,苏州市,X008,964,119.0,114716.0,2019,5,护肤品,面膜
29079,D24934,2019-04-19,S18224,南区,广东,深圳市,X024,561,235.0,131835.0,2019,4,护肤品,眼霜
29080,D29199,2019-07-23,S19309,南区,广东,深圳市,X071,809,253.0,204677.0,2019,7,护肤品,防晒霜
29081,D23145,2019-03-23,S17985,北区,山东,淄博市,X009,40,92.0,3680.0,2019,3,护肤品,面膜
29082,D31988,2019-01-15,S14544,东区,浙江,杭州市,X086,1284,92.0,118128.0,2019,1,彩妆,口红
29083,D30565,2019-08-07,S19538,东区,江苏,南通市,X051,1088,203.0,220864.0,2019,8,护肤品,爽肤水
29084,D22100,2019-07-26,S19139,北区,河南,驻马店市,X070,1805,242.0,436810.0,2019,7,护肤品,防晒霜
29085,D22546,2019-07-29,S12358,西区,四川,广安市,X020,865,100.0,86500.0,2019,7,护肤品,眼霜
29086,D30651,2019-08-18,S12106,南区,湖南,怀化市,X017,1207,213.0,257091.0,2019,8,护肤品,眼霜
29087,D30201,2019-07-27,S17953,北区,河北,秦皇岛市,X039,615,108.0,66420.0,2019,7,护肤品,面霜
29088,D24825,2019-06-25,S11371,西区,贵州,贵阳市,X053,192,104.0,19968.0,2019,6,护肤品,爽肤水
29089,D25610,2019-02-20,S23045,南区,湖南,永州市,X050,384,143.0,54912.0,2019,2,护肤品,爽肤水
29090,D32476,2019-05-06,S10423,北区,黑龙江,黑河市,X027,675,164.0,110700.0,2019,5,护肤品,面霜
29091,D25137,2019-09-10,S10902,北区,吉林,延边朝鲜族自治州,X094,1399,94.0,131506.0,2019,9,彩妆,粉底
29092,D26017,2019-06-25,S14106,东区,江苏,常州市,X065,726,140.0,101640.0,2019,6,护肤品,隔离霜
29093,D27329,2019-01-14,S11622,东区,安徽,淮北市,X050,804,143.0,114972.0,2019,1,护肤品,爽肤水
29094,D22310,2019-07-20,S22702,西区,重庆,重庆市,X047,1355,192.0,260160.0,2019,7,护肤品,爽肤水
29095,D24718,2019-09-21,S15908,西区,四川,自贡市,X055,1368,222.0,303696.0,2019,9,护肤品,爽肤水
29096,D23032,2019-05-26,S13107,南区,广东,深圳市,X011,796,226.0,179896.0,2019,5,护肤品,面膜
29097,D25805,2019-08-21,S14213,南区,广东,广州市,X069,486,251.0,121986.0,2019,8,护肤品,防晒霜
29098,D29840,2019-02-25,S22399,南区,湖南,长沙市,X009,688,92.0,63296.0,2019,2,护肤品,面膜
29099,D32890,2019-06-04,S16848,东区,上海,上海市,X071,1473,253.0,372669.0,2019,6,护肤品,防晒霜
29100,D32820,2019-09-13,S16709,南区,福建,泉州市,X095,523,107.0,55961.0,2019,9,彩妆,眼影
29101,D28213,2019-09-30,S21531,东区,安徽,合肥市,X017,1639,213.0,349107.0,2019,9,护肤品,眼霜
29102,D29602,2019-04-15,S11690,南区,广东,深圳市,X069,538,251.0,135038.0,2019,4,护肤品,防晒霜
29103,D25242,2019-04-29,S16286,东区,江苏,南通市,X045,59,205.0,12095.0,2019,4,护肤品,洁面乳
29104,D24305,2019-08-19,S19409,南区,广东,广州市,X031,63,86.0,5418.0,2019,8,护肤品,面霜
29105,D22969,2019-01-24,S10001,南区,广东,东莞市,X016,899,99.0,89001.0,2019,1,护肤品,面膜
29106,D25254,2019-08-21,S16943,北区,吉林,长春市,X003,490,168.0,82320.0,2019,8,护肤品,面膜
29107,D21174,2019-05-28,S10520,西区,云南,昆明市,X039,61,108.0,6588.0,2019,5,护肤品,面霜
29108,D22576,2019-01-21,S21059,东区,江苏,泰州市,X026,449,101.0,45349.0,2019,1,护肤品,面霜
29109,D27509,2019-06-28,S10973,南区,福建,龙岩市,X067,1246,212.0,264152.0,2019,6,护肤品,隔离霜
29110,D29940,2019-06-02,S19980,南区,江西,九江市,X042,1247,159.0,198273.0,2019,6,护肤品,洁面乳
29111,D26718,2019-02-07,S15563,东区,上海,上海市,X053,475,104.0,49400.0,2019,2,护肤品,爽肤水
29112,D21262,2019-07-21,S20667,北区,山东,青岛市,X070,1077,242.0,260634.0,2019,7,护肤品,防晒霜
29113,D31455,2019-09-20,S15265,东区,江苏,苏州市,X007,1194,213.0,254322.0,2019,9,护肤品,面膜
29114,D29670,2019-03-29,S23023,东区,上海,上海市,X046,1660,241.0,400060.0,2019,3,护肤品,洁面乳
29115,D21089,2019-06-06,S16709,南区,福建,泉州市,X013,1185,164.0,194340.0,2019,6,护肤品,面膜
29116,D21804,2019-06-23,S10311,西区,重庆,重庆市,X038,671,102.0,68442.0,2019,6,护肤品,面霜
29117,D24993,2019-06-19,S18189,东区,浙江,嘉兴市,X069,180,251.0,45180.0,2019,6,护肤品,防晒霜
29118,D22984,2019-03-31,S16237,西区,云南,大理白族自治州,X056,582,233.0,135606.0,2019,3,护肤品,爽肤水
29119,D32713,2019-07-22,S16237,西区,云南,大理白族自治州,X075,300,126.0,37800.0,2019,7,护肤品,防晒霜
29120,D27833,2019-09-12,S15489,南区,广东,江门市,X024,580,235.0,136300.0,2019,9,护肤品,眼霜
29121,D22040,2019-07-09,S18131,东区,浙江,绍兴市,X088,1200,125.0,150000.0,2019,7,彩妆,粉底
29122,D25365,2019-08-10,S17063,东区,湖北,武汉市,X029,637,154.0,98098.0,2019,8,护肤品,面霜
29123,D24704,2019-01-04,S15000,北区,北京,北京市,X010,1167,58.0,67686.0,2019,1,护肤品,面膜
29124,D27146,2019-05-27,S20992,西区,陕西,渭南市,X039,318,108.0,34344.0,2019,5,护肤品,面霜
29125,D29487,2019-09-28,S19709,北区,辽宁,丹东市,X087,580,86.0,49880.0,2019,9,彩妆,口红
29126,D28946,2019-09-25,S20083,东区,安徽,宿州市,X080,713,72.0,51336.0,2019,9,彩妆,口红
29127,D22122,2019-06-14,S11188,南区,江西,新余市,X013,1218,164.0,199752.0,2019,6,护肤品,面膜
29128,D24515,2019-03-26,S13244,东区,安徽,黄山市,X002,730,141.0,102930.0,2019,3,护肤品,面膜
29129,D27347,2019-03-09,S14953,东区,江苏,南京市,X034,1105,182.0,201110.0,2019,3,护肤品,面霜
29130,D27763,2019-03-05,S19705,东区,江苏,泰州市,X033,1201,177.0,212577.0,2019,3,护肤品,面霜
29131,D32409,2019-04-29,S18164,北区,河南,南阳市,X005,723,185.0,133755.0,2019,4,护肤品,面膜
29132,D28838,2019-04-27,S17272,东区,江苏,扬州市,X041,778,212.0,164936.0,2019,4,护肤品,洁面乳
29133,D27210,2019-02-13,S13467,南区,广东,东莞市,X024,603,235.0,141705.0,2019,2,护肤品,眼霜
29134,D21844,2019-09-13,S23045,南区,湖南,永州市,X071,714,253.0,180642.0,2019,9,护肤品,防晒霜
29135,D22886,2019-08-25,S19738,东区,江苏,徐州市,X035,329,76.0,25004.0,2019,8,护肤品,面霜
29136,D33624,2019-03-27,S18858,西区,陕西,渭南市,X039,224,108.0,24192.0,2019,3,护肤品,面霜
29137,D32387,2019-06-10,S20091,南区,福建,泉州市,X007,1666,213.0,354858.0,2019,6,护肤品,面膜
29138,D27308,2019-06-05,S15283,东区,浙江,绍兴市,X032,956,158.0,151048.0,2019,6,护肤品,面霜
29139,D31296,2019-05-11,S10996,东区,浙江,宁波市,X047,1091,192.0,209472.0,2019,5,护肤品,爽肤水
29140,D26064,2019-04-21,S11602,东区,浙江,金华市,X029,773,154.0,119042.0,2019,4,护肤品,面霜
29141,D24250,2019-09-22,S20740,北区,河北,廊坊市,X031,547,86.0,47042.0,2019,9,护肤品,面霜
29142,D24074,2019-06-17,S22289,北区,河北,唐山市,X044,1925,174.0,334950.0,2019,6,护肤品,洁面乳
29143,D30442,2019-07-22,S11024,西区,四川,成都市,X037,366,195.0,71370.0,2019,7,护肤品,面霜
29144,D22702,2019-08-25,S20083,东区,安徽,宿州市,X023,1256,235.0,295160.0,2019,8,护肤品,眼霜
29145,D25645,2019-03-25,S21997,南区,江西,宜春市,X047,885,192.0,169920.0,2019,3,护肤品,爽肤水
29146,D28365,2019-06-21,S14911,东区,江苏,泰州市,X003,672,168.0,112896.0,2019,6,护肤品,面膜
29147,D31639,2019-04-24,S13266,东区,安徽,蚌埠市,X039,1238,108.0,133704.0,2019,4,护肤品,面霜
29148,D26503,2019-08-01,S11506,南区,广东,珠海市,X015,483,151.0,72933.0,2019,8,护肤品,面膜
29149,D32857,2019-04-30,S11063,东区,江苏,无锡市,X054,1721,83.0,142843.0,2019,4,护肤品,爽肤水
29150,D22749,2019-04-12,S12675,西区,重庆,重庆市,X055,1352,222.0,300144.0,2019,4,护肤品,爽肤水
29151,D22283,2019-03-06,S18674,南区,广东,深圳市,X008,988,119.0,117572.0,2019,3,护肤品,面膜
29152,D23194,2019-04-29,S15878,北区,北京,北京市,X075,2255,126.0,284130.0,2019,4,护肤品,防晒霜
29153,D27130,2019-09-30,S19828,南区,广西,南宁市,X034,1001,182.0,182182.0,2019,9,护肤品,面霜
29154,D22251,2019-04-28,S20236,北区,吉林,长春市,X045,1093,205.0,224065.0,2019,4,护肤品,洁面乳
29155,D24500,2019-02-08,S20849,东区,浙江,宁波市,X011,9,226.0,2034.0,2019,2,护肤品,面膜
29156,D25635,2019-08-03,S20853,东区,江苏,泰州市,X061,1000,203.0,203000.0,2019,8,护肤品,隔离霜
29157,D27625,2019-08-11,S16477,北区,河北,保定市,X021,1194,59.0,70446.0,2019,8,护肤品,眼霜
29158,D33234,2019-02-10,S18674,南区,广东,深圳市,X026,427,101.0,43127.0,2019,2,护肤品,面霜
29159,D25199,2019-04-13,S19956,东区,浙江,绍兴市,X086,847,92.0,77924.0,2019,4,彩妆,口红
29160,D33147,2019-03-27,S15466,北区,山西,临汾市,X019,941,210.0,197610.0,2019,3,护肤品,眼霜
